Nombre,Origen,Destino,Peso
CQ4V,r4,q4,13
CQ5V,q5,r5,7
CQ6V,r6,q6,9
CQ7V,q7,r7,13
CQ8V,r8,q8,16
CQ9V,q9,r9,6
CQ10V,r10,q10,8
CQ11V,q11,r11,9
CQ12V,r12,q12,17
CQ13V,q13,r13,3
CQ14V,r14,q14,13
CQ15V,q15,r15,6
CQ16V,r16,q16,4
CQ17V,q17,r17,16
CQ18V,r18,q18,7
CQ19V,q19,r19,3
CQ20V,r20,q20,6
CQ21V,q21,r21,1
CQ22V,r22,q22,16
CQ23V,q23,r23,2
CQ24V,r24,q24,4
CQ25V,q25,r25,1
CQ26V,r26,q26,20
CR1V,r1,s1,11
CR2V,s2,r2,1
CR3V,r3,s3,18
CR4V,s4,r4,14
CR5V,r5,s5,17
CR6V,s6,r6,1
CR7V,r7,s7,14
CR8V,s8,r8,15
CR9V,r9,s9,18
CR10V,s10,r10,16
CR11V,r11,s11,10
CR12V,s12,r12,13
CR13V,r13,s13,19
CR14V,s14,r14,12
CR15V,r15,s15,6
CR16V,s16,r16,11
CR17V,r17,s17,19
CR18V,s18,r18,3
CR19V,r19,s19,1
CR20V,s20,r20,3
CR21V,r21,s21,18
CR22V,s22,r22,19
CR23V,r23,s23,3
CR24V,s24,r24,5
CR25V,r25,s25,3
CR26V,s26,r26,16
CS1V,s1,t1,13
CS2V,t2,s2,6
CS3V,s3,t3,15
CS4V,t4,s4,8
CS5V,s5,t5,11
CS6V,t6,s6,19
CS7V,s7,t7,9
CS8V,t8,s8,9
CS9V,s9,t9,3
CS10V,t10,s10,5
CS11V,s11,t11,15
CS12V,t12,s12,2
CS13V,s13,t13,9
CS14V,t14,s14,10
CS15V,s15,t15,3
CS16V,t16,s16,7
CS17V,s17,t17,13
CS18V,t18,s18,1
CS19V,s19,t19,1
CS20V,t20,s20,12
CS21V,s21,t21,3
CS22V,t22,s22,14
CS23V,s23,t23,15
CS24V,t24,s24,3
CS25V,s25,t25,15
CS26V,t26,s26,9
CT1V,t1,u1,7
CT2V,u2,t2,18
CT3V,t3,u3,20
CT4V,u4,t4,19
CT5V,t5,u5,10
CT6V,u6,t6,2
CT7V,t7,u7,4
CT8V,u8,t8,16
CT9V,t9,u9,19
CT10V,u10,t10,6
CT11V,t11,u11,3
CT12V,u12,t12,20
CT13V,t13,u13,14
CT14V,u14,t14,10
CT15V,t15,u15,10
CT16V,u16,t16,6
CT17V,t17,u17,11
CT18V,u18,t18,12
CT19V,t19,u19,16
CT20V,u20,t20,9
CT21V,t21,u21,13
CT22V,u22,t22,3
CT23V,t23,u23,20
CT24V,u24,t24,6
CT25V,t25,u25,18
CT26V,u26,t26,9
CU1V,u1,v1,11
CU2V,v2,u2,4
CU3V,u3,v3,19
CU4V,v4,u4,1
CU5V,u5,v5,12
CU6V,v6,u6,17
CU7V,u7,v7,10
CU8V,v8,u8,12
CU9V,u9,v9,13
CU10V,v10,u10,5
CU11V,u11,v11,16
CU12V,v12,u12,18
CU13V,u13,v13,13
CU14V,v14,u14,16
CU15V,u15,v15,16
CU16V,v16,u16,9
CU17V,u17,v17,3
CU18V,v18,u18,12
CU19V,u19,v19,11
CU20V,v20,u20,3
CU21V,u21,v21,14
CU22V,v22,u22,20
CU23V,u23,v23,14
CU24V,v24,u24,13
CU25V,u25,v25,5
CU26V,v26,u26,15
CV1V,v1,w1,8
CV2V,w2,v2,4
CV3V,v3,w3,18
CV4V,w4,v4,19
CV5V,v5,w5,2
CV6V,w6,v6,14
CV7V,v7,w7,11
CV8V,w8,v8,8
CV9V,v9,w9,9
CV10V,w10,v10,15
CV11V,v11,w11,12
CV12V,w12,v12,3
CV13V,v13,w13,8
CV14V,w14,v14,6
CV15V,v15,w15,9
CV16V,w16,v16,11
CV17V,v17,w17,9
CV18V,w18,v18,1
CV19V,v19,w19,1
CV20V,w20,v20,6
CV21V,v21,w21,11
CV22V,w22,v22,15
CV23V,v23,w23,2
CV24V,w24,v24,5
CV25V,v25,w25,8
CV26V,w26,v26,8
CW1V,w1,x1,3
CW2V,x2,w2,4
CW3V,w3,x3,8
CW4V,x4,w4,20
CW5V,w5,x5,19
CW6V,x6,w6,7
CW7V,w7,x7,3
CW8V,x8,w8,4
CW9V,w9,x9,14
CW10V,x10,w10,2
CW11V,w11,x11,18
CW12V,x12,w12,1
CW13V,w13,x13,15
CW14V,x14,w14,15
CW15V,w15,x15,17
CW16V,x16,w16,10
CW17V,w17,x17,7
CW18V,x18,w18,4
CW19V,w19,x19,19
CW20V,x20,w20,15
CW21V,w21,x21,19
CW22V,x22,w22,2
CW23V,w23,x23,18
CW24V,x24,w24,20
CW25V,w25,x25,5
CW26V,x26,w26,14
CX1V,x1,y1,1
CX2V,y2,x2,18
CX3V,x3,y3,18
CX4V,y4,x4,1
CX5V,x5,y5,5
CX6V,y6,x6,3
CX7V,x7,y7,20
CX8V,y8,x8,15
CX9V,x9,y9,6
CX10V,y10,x10,2
CX11V,x11,y11,5
CX12V,y12,x12,18
CX13V,x13,y13,1
CX14V,y14,x14,15
CX15V,x15,y15,12
CX16V,y16,x16,1
CX17V,x17,y17,3
CX18V,y18,x18,9
CX19V,x19,y19,10
CX20V,y20,x20,14
CX21V,x21,y21,7
CX22V,y22,x22,19
CX23V,x23,y23,13
CX24V,y24,x24,2
CX25V,x25,y25,13
CX26V,y26,x26,6
CY1V,y1,z1,10
CY2V,z2,y2,15
CY3V,y3,z3,17
CY4V,z4,y4,20
CY5V,y5,z5,3
CY6V,z6,y6,2
CY7V,y7,z7,8
CY8V,z8,y8,6
CY9V,y9,z9,13
CY10V,z10,y10,17
CY11V,y11,z11,10
CY12V,z12,y12,1
CY13V,y13,z13,6
CY14V,z14,y14,3
CY15V,y15,z15,12
CY16V,z16,y16,16
CY17V,y17,z17,14
CY18V,z18,y18,10
CY19V,y19,z19,4
CY20V,z20,y20,7
CY21V,y21,z21,4
CY22V,z22,y22,17
CY23V,y23,z23,8
CY24V,z24,y24,17
CY25V,y25,z25,8
CY26V,z26,y26,12
