Nombre,Origen,Destino,Peso
CP17V,P17,Q17,1
CP18V,Q18,P18,17
CP19V,P19,Q19,13
CP20V,Q20,P20,11
CP21V,P21,Q21,1
CP22V,Q22,P22,17
CP23V,P23,Q23,19
CP24V,Q24,P24,7
CP25V,P25,Q25,3
CP26V,Q26,P26,3
CQ1V,Q1,R1,9
CQ2V,R2,Q2,6
CQ3V,Q3,R3,4
CQ4V,R4,Q4,13
CQ5V,Q5,R5,7
CQ6V,R6,Q6,9
CQ7V,Q7,R7,13
CQ8V,R8,Q8,16
CQ9V,Q9,R9,6
CQ10V,R10,Q10,8
CQ11V,Q11,R11,9
CQ12V,R12,Q12,17
CQ13V,Q13,R13,3
CQ14V,R14,Q14,13
CQ15V,Q15,R15,6
CQ16V,R16,Q16,4
CQ17V,Q17,R17,16
CQ18V,R18,Q18,7
CQ19V,Q19,R19,3
CQ20V,R20,Q20,6
CQ21V,Q21,R21,1
CQ22V,R22,Q22,16
CQ23V,Q23,R23,2
CQ24V,R24,Q24,4
CQ25V,Q25,R25,1
CQ26V,R26,Q26,20
CR1V,R1,S1,11
CR2V,S2,R2,1
CR3V,R3,S3,18
CR4V,S4,R4,14
CR5V,R5,S5,17
CR6V,S6,R6,1
CR7V,R7,S7,14
CR8V,S8,R8,15
CR9V,R9,S9,18
CR10V,S10,R10,16
CR11V,R11,S11,10
CR12V,S12,R12,13
CR13V,R13,S13,19
CR14V,S14,R14,12
CR15V,R15,S15,6
CR16V,S16,R16,11
CR17V,R17,S17,19
CR18V,S18,R18,3
CR19V,R19,S19,1
CR20V,S20,R20,3
CR21V,R21,S21,18
CR22V,S22,R22,19
CR23V,R23,S23,3
CR24V,S24,R24,5
CR25V,R25,S25,3
CR26V,S26,R26,16
CS1V,S1,T1,13
CS2V,T2,S2,6
CS3V,S3,T3,15
CS4V,T4,S4,8
CS5V,S5,T5,11
CS6V,T6,S6,19
CS7V,S7,T7,9
CS8V,T8,S8,9
CS9V,S9,T9,3
CS10V,T10,S10,5
CS11V,S11,T11,15
CS12V,T12,S12,2
CS13V,S13,T13,9
CS14V,T14,S14,10
CS15V,S15,T15,3
CS16V,T16,S16,7
CS17V,S17,T17,13
CS18V,T18,S18,1
CS19V,S19,T19,1
CS20V,T20,S20,12
CS21V,S21,T21,3
CS22V,T22,S22,14
CS23V,S23,T23,15
CS24V,T24,S24,3
CS25V,S25,T25,15
CS26V,T26,S26,9
CT1V,T1,U1,7
CT2V,U2,T2,18
CT3V,T3,U3,20
CT4V,U4,T4,19
CT5V,T5,U5,10
CT6V,U6,T6,2
CT7V,T7,U7,4
CT8V,U8,T8,16
CT9V,T9,U9,19
CT10V,U10,T10,6
CT11V,T11,U11,3
CT12V,U12,T12,20
CT13V,T13,U13,14
CT14V,U14,T14,10
CT15V,T15,U15,10
CT16V,U16,T16,6
CT17V,T17,U17,11
CT18V,U18,T18,12
CT19V,T19,U19,16
CT20V,U20,T20,9
CT21V,T21,U21,13
CT22V,U22,T22,3
CT23V,T23,U23,20
CT24V,U24,T24,6
CT25V,T25,U25,18
CT26V,U26,T26,9
CU1V,U1,V1,11
CU2V,V2,U2,4
CU3V,U3,V3,19
CU4V,V4,U4,1
CU5V,U5,V5,12
CU6V,V6,U6,17
CU7V,U7,V7,10
CU8V,V8,U8,12
CU9V,U9,V9,13
CU10V,V10,U10,5
CU11V,U11,V11,16
CU12V,V12,U12,18
CU13V,U13,V13,13
CU14V,V14,U14,16
CU15V,U15,V15,16
CU16V,V16,U16,9
CU17V,U17,V17,3
CU18V,V18,U18,12
CU19V,U19,V19,11
CU20V,V20,U20,3
CU21V,U21,V21,14
CU22V,V22,U22,20
CU23V,U23,V23,14
CU24V,V24,U24,13
CU25V,U25,V25,5
CU26V,V26,U26,15
CV1V,V1,W1,8
CV2V,W2,V2,4
CV3V,V3,W3,18
CV4V,W4,V4,19
CV5V,V5,W5,2
CV6V,W6,V6,14
CV7V,V7,W7,11
CV8V,W8,V8,8
CV9V,V9,W9,9
CV10V,W10,V10,15
CV11V,V11,W11,12
CV12V,W12,V12,3
CV13V,V13,W13,8
CV14V,W14,V14,6
CV15V,V15,W15,9
CV16V,W16,V16,11
CV17V,V17,W17,9
CV18V,W18,V18,1
CV19V,V19,W19,1
CV20V,W20,V20,6
CV21V,V21,W21,11
CV22V,W22,V22,15
CV23V,V23,W23,2
CV24V,W24,V24,5
CV25V,V25,W25,8
CV26V,W26,V26,8
CW1V,W1,X1,3
CW2V,X2,W2,4
CW3V,W3,X3,8
CW4V,X4,W4,20
CW5V,W5,X5,19
CW6V,X6,W6,7
CW7V,W7,X7,3
CW8V,X8,W8,4
CW9V,W9,X9,14
CW10V,X10,W10,2
CW11V,W11,X11,18
CW12V,X12,W12,1
CW13V,W13,X13,15
CW14V,X14,W14,15
CW15V,W15,X15,17
CW16V,X16,W16,10
CW17V,W17,X17,7
CW18V,X18,W18,4
CW19V,W19,X19,19
CW20V,X20,W20,15
CW21V,W21,X21,19
CW22V,X22,W22,2
CW23V,W23,X23,18
CW24V,X24,W24,20
CW25V,W25,X25,5
CW26V,X26,W26,14
CX1V,X1,Y1,1
CX2V,Y2,X2,18
CX3V,X3,Y3,18
CX4V,Y4,X4,1
CX5V,X5,Y5,5
CX6V,Y6,X6,3
CX7V,X7,Y7,20
CX8V,Y8,X8,15
CX9V,X9,Y9,6
CX10V,Y10,X10,2
CX11V,X11,Y11,5
CX12V,Y12,X12,18
CX13V,X13,Y13,1
CX14V,Y14,X14,15
CX15V,X15,Y15,12
CX16V,Y16,X16,1
CX17V,X17,Y17,3
CX18V,Y18,X18,9
CX19V,X19,Y19,10
CX20V,Y20,X20,14
CX21V,X21,Y21,7
CX22V,Y22,X22,19
CX23V,X23,Y23,13
CX24V,Y24,X24,2
CX25V,X25,Y25,13
CX26V,Y26,X26,6
CY1V,Y1,Z1,10
CY2V,Z2,Y2,15
CY3V,Y3,Z3,17
CY4V,Z4,Y4,20
CY5V,Y5,Z5,3
CY6V,Z6,Y6,2
CY7V,Y7,Z7,8
CY8V,Z8,Y8,6
CY9V,Y9,Z9,13
CY10V,Z10,Y10,17
CY11V,Y11,Z11,10
CY12V,Z12,Y12,1
CY13V,Y13,Z13,6
CY14V,Z14,Y14,3
CY15V,Y15,Z15,12
CY16V,Z16,Y16,16
CY17V,Y17,Z17,14
CY18V,Z18,Y18,10
CY19V,Y19,Z19,4
CY20V,Z20,Y20,7
CY21V,Y21,Z21,4
CY22V,Z22,Y22,17
CY23V,Y23,Z23,8
CY24V,Z24,Y24,17
CY25V,Y25,Z25,8
CY26V,Z26,Y26,12
